Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Region,Total Revenue
333,05-02-2023,CUST333,Female,54,Electronics,4,300,1200,Southeast Asia,0.01
334,01-11-2023,CUST334,Male,31,Electronics,3,300,900,Central,0.01
335,04-02-2023,CUST335,Female,47,Beauty,4,30,120,Oceania,0.13
336,12-12-2023,CUST336,Female,52,Beauty,3,50,150,South,0.06
337,01-05-2023,CUST337,Male,38,Clothing,1,500,500,Central,0.00
338,26-07-2023,CUST338,Male,54,Beauty,2,50,100,South,0.04
339,03-03-2023,CUST339,Female,22,Electronics,2,25,50,Central,0.08
340,19-10-2023,CUST340,Female,36,Clothing,4,300,1200,East,0.01
341,07-05-2023,CUST341,Male,31,Clothing,4,50,200,EMEA,0.08
342,24-10-2023,CUST342,Female,43,Clothing,4,500,2000,West,0.01
343,01-11-2023,CUST343,Male,21,Electronics,2,25,50,South,0.08
344,21-01-2023,CUST344,Female,42,Beauty,1,30,30,South,0.03
345,14-11-2023,CUST345,Male,62,Electronics,1,30,30,Central,0.03
346,11-02-2023,CUST346,Male,59,Clothing,2,500,1000,Southeast Asia,0.00
347,03-08-2023,CUST347,Male,42,Electronics,1,25,25,Oceania,0.04
348,03-12-2023,CUST348,Female,35,Electronics,2,300,600,Oceania,0.01
349,26-10-2023,CUST349,Female,57,Beauty,1,50,50,East,0.02
350,17-10-2023,CUST350,Male,25,Beauty,3,25,75,Central,0.12
351,25-09-2023,CUST351,Female,56,Clothing,3,30,90,Central,0.10
352,11-06-2023,CUST352,Male,57,Electronics,2,500,1000,Central,0.00
353,14-05-2023,CUST353,Male,31,Electronics,1,500,500,West,0.00
354,15-04-2023,CUST354,Female,49,Beauty,4,50,200,Central,0.08
355,09-12-2023,CUST355,Female,55,Electronics,1,500,500,Africa,0.00
356,10-06-2023,CUST356,Male,50,Electronics,3,500,1500,Oceania,0.01
357,03-05-2023,CUST357,Female,40,Electronics,3,25,75,Central,0.12
358,16-05-2023,CUST358,Female,32,Beauty,1,300,300,West,0.00
359,22-07-2023,CUST359,Male,50,Clothing,1,50,50,Central,0.02
360,09-03-2023,CUST360,Male,42,Clothing,4,25,100,Central,0.16
361,10-12-2023,CUST361,Female,34,Electronics,4,300,1200,West,0.01
362,27-11-2023,CUST362,Male,50,Clothing,1,25,25,Central,0.04
363,03-06-2023,CUST363,Male,64,Beauty,1,25,25,Central Asia,0.04
364,23-08-2023,CUST364,Female,19,Beauty,1,500,500,Oceania,0.00
365,11-06-2023,CUST365,Male,31,Clothing,1,300,300,Central,0.00
366,07-02-2023,CUST366,Male,57,Clothing,2,50,100,North,0.04
367,05-01-2023,CUST367,Female,57,Electronics,1,50,50,Oceania,0.02
368,23-08-2023,CUST368,Female,56,Clothing,4,300,1200,Oceania,0.01
369,15-11-2023,CUST369,Male,23,Electronics,3,500,1500,Southeast Asia,0.01
370,16-10-2023,CUST370,Male,23,Electronics,2,30,60,Central,0.07
371,21-02-2023,CUST371,Female,20,Beauty,1,25,25,Central Asia,0.04
372,07-02-2023,CUST372,Female,24,Beauty,3,500,1500,Central,0.01
373,03-10-2023,CUST373,Female,25,Beauty,2,300,600,South,0.01
374,20-04-2023,CUST374,Female,59,Beauty,3,25,75,North,0.12
375,17-09-2023,CUST375,Male,32,Clothing,1,50,50,North Asia,0.02
376,16-05-2023,CUST376,Female,64,Beauty,1,30,30,Africa,0.03
377,09-03-2023,CUST377,Female,46,Clothing,4,50,200,Southeast Asia,0.08
378,28-06-2023,CUST378,Male,50,Beauty,1,300,300,Central Asia,0.00
379,05-02-2023,CUST379,Female,47,Clothing,1,25,25,North,0.04
380,06-05-2023,CUST380,Male,56,Electronics,2,300,600,Central,0.01
381,09-07-2023,CUST381,Female,44,Clothing,4,25,100,Central Asia,0.16
382,26-05-2023,CUST382,Female,53,Clothing,2,500,1000,Central,0.00
383,22-03-2023,CUST383,Female,46,Beauty,3,30,90,Southeast Asia,0.10
384,13-08-2023,CUST384,Male,55,Clothing,1,500,500,Central,0.00
385,06-10-2023,CUST385,Male,50,Electronics,3,500,1500,EMEA,0.01
386,27-12-2023,CUST386,Female,54,Electronics,2,300,600,Central Asia,0.01
387,04-06-2023,CUST387,Male,44,Beauty,1,30,30,South,0.03
388,10-11-2023,CUST388,Male,50,Electronics,1,25,25,North,0.04
389,01-12-2023,CUST389,Male,21,Clothing,2,25,50,EMEA,0.08
390,28-09-2023,CUST390,Male,39,Electronics,2,50,100,North,0.04
391,05-01-2023,CUST391,Male,19,Beauty,2,25,50,East,0.08
392,08-12-2023,CUST392,Male,27,Clothing,2,300,600,South,0.01
393,11-10-2023,CUST393,Female,22,Beauty,2,500,1000,Central Asia,0.00
394,03-06-2023,CUST394,Female,27,Clothing,1,500,500,Central,0.00
395,06-12-2023,CUST395,Male,50,Electronics,2,500,1000,Central,0.00
396,23-02-2023,CUST396,Female,55,Beauty,1,30,30,North Asia,0.03
397,10-03-2023,CUST397,Female,30,Beauty,1,25,25,Africa,0.04
398,16-05-2023,CUST398,Female,48,Clothing,2,300,600,North,0.01
399,01-03-2023,CUST399,Female,64,Beauty,2,30,60,Oceania,0.07
400,24-02-2023,CUST400,Male,53,Clothing,4,50,200,Central,0.08
401,11-10-2023,CUST401,Female,62,Clothing,1,300,300,South,0.00
402,21-03-2023,CUST402,Female,41,Clothing,2,300,600,Southeast Asia,0.01
403,20-05-2023,CUST403,Male,32,Clothing,2,300,600,Central Asia,0.01
404,25-05-2023,CUST404,Male,46,Electronics,2,500,1000,EMEA,0.00
405,06-11-2023,CUST405,Female,25,Clothing,4,300,1200,Central Asia,0.01
406,18-04-2023,CUST406,Female,22,Beauty,4,25,100,East,0.16
407,25-06-2023,CUST407,Female,46,Electronics,3,300,900,South,0.01
408,15-04-2023,CUST408,Female,64,Beauty,1,500,500,Central,0.00
409,18-12-2023,CUST409,Female,21,Electronics,3,300,900,Central Asia,0.01
410,21-11-2023,CUST410,Female,29,Clothing,2,50,100,North,0.04
411,16-05-2023,CUST411,Male,62,Electronics,4,50,200,Central,0.08
412,16-09-2023,CUST412,Female,19,Electronics,4,500,2000,Africa,0.01
413,08-09-2023,CUST413,Female,44,Beauty,3,25,75,North Asia,0.12
414,09-05-2023,CUST414,Male,48,Beauty,4,25,100,Central,0.16
415,27-01-2023,CUST415,Male,53,Clothing,2,30,60,Africa,0.07
416,17-02-2023,CUST416,Male,53,Electronics,4,500,2000,Central,0.01
417,21-11-2023,CUST417,Male,43,Electronics,3,300,900,Africa,0.01
418,05-08-2023,CUST418,Female,60,Electronics,2,500,1000,North Asia,0.00
419,22-05-2023,CUST419,Female,44,Clothing,3,30,90,East,0.10
420,23-01-2023,CUST420,Female,22,Clothing,4,500,2000,East,0.01
421,02-01-2023,CUST421,Female,37,Clothing,3,500,1500,North Asia,0.01
422,20-06-2023,CUST422,Female,28,Clothing,3,30,90,North Asia,0.10
423,08-03-2023,CUST423,Female,27,Clothing,1,25,25,Central Asia,0.04
424,23-11-2023,CUST424,Male,57,Beauty,4,300,1200,Central,0.01
425,15-05-2023,CUST425,Female,55,Electronics,4,30,120,Oceania,0.13
426,24-03-2023,CUST426,Male,23,Electronics,3,50,150,North Asia,0.06
427,15-08-2023,CUST427,Male,25,Electronics,1,25,25,Africa,0.04
428,10-10-2023,CUST428,Female,40,Electronics,4,50,200,Central,0.08
429,28-12-2023,CUST429,Male,64,Electronics,2,25,50,Central,0.08
430,07-08-2023,CUST430,Female,43,Electronics,3,300,900,Central Asia,0.01
431,15-10-2023,CUST431,Male,63,Electronics,4,300,1200,North,0.01
432,05-01-2023,CUST432,Female,60,Electronics,2,500,1000,Central,0.00
433,27-02-2023,CUST433,Male,29,Beauty,4,50,200,North,0.08
434,08-02-2023,CUST434,Female,43,Electronics,2,25,50,East,0.08
435,20-12-2023,CUST435,Female,30,Beauty,3,300,900,West,0.01
436,18-03-2023,CUST436,Female,57,Clothing,4,30,120,Southeast Asia,0.13
437,07-10-2023,CUST437,Female,35,Electronics,4,300,1200,Central,0.01
438,19-01-2023,CUST438,Female,42,Clothing,1,30,30,North,0.03
439,09-07-2023,CUST439,Male,50,Clothing,3,25,75,Oceania,0.12
440,26-10-2023,CUST440,Male,64,Clothing,2,300,600,South,0.01
441,10-10-2023,CUST441,Male,57,Beauty,4,300,1200,EMEA,0.01
442,17-03-2023,CUST442,Female,60,Clothing,4,25,100,South,0.16
443,09-08-2023,CUST443,Male,29,Clothing,2,300,600,Southeast Asia,0.01
444,07-03-2023,CUST444,Female,61,Clothing,3,30,90,EMEA,0.10
445,22-01-2023,CUST445,Female,53,Electronics,1,300,300,South,0.00
446,07-06-2023,CUST446,Male,21,Electronics,1,50,50,Central Asia,0.02
447,06-07-2023,CUST447,Male,22,Beauty,4,500,2000,South,0.01
448,21-01-2023,CUST448,Female,54,Beauty,2,30,60,South,0.07
449,03-07-2023,CUST449,Male,25,Electronics,4,50,200,Central,0.08
450,18-04-2023,CUST450,Female,59,Beauty,2,25,50,North Asia,0.08
451,16-12-2023,CUST451,Female,45,Electronics,1,30,30,EMEA,0.03
452,08-05-2023,CUST452,Female,48,Clothing,3,500,1500,North,0.01
453,08-12-2023,CUST453,Female,26,Clothing,2,500,1000,Africa,0.00
454,22-02-2023,CUST454,Female,46,Beauty,1,25,25,Africa,0.04
455,01-07-2023,CUST455,Male,31,Electronics,4,25,100,North Asia,0.16
456,14-10-2023,CUST456,Male,57,Electronics,2,30,60,Caribbean,0.07
457,28-07-2023,CUST457,Female,58,Beauty,3,300,900,South,0.01
458,14-11-2023,CUST458,Female,39,Electronics,4,25,100,Central,0.16
459,21-03-2023,CUST459,Male,28,Clothing,4,300,1200,EMEA,0.01
460,02-05-2023,CUST460,Male,40,Beauty,1,50,50,Southeast Asia,0.02
461,25-03-2023,CUST461,Female,18,Beauty,2,500,1000,Central Asia,0.00
462,01-04-2023,CUST462,Male,63,Electronics,4,300,1200,North Asia,0.01
463,31-07-2023,CUST463,Female,54,Beauty,3,500,1500,South,0.01
464,13-01-2023,CUST464,Male,38,Electronics,2,300,600,North,0.01
465,02-04-2023,CUST465,Female,43,Electronics,3,50,150,EMEA,0.06
466,20-06-2023,CUST466,Male,63,Electronics,4,25,100,Oceania,0.16
467,30-07-2023,CUST467,Female,53,Electronics,3,50,150,Central,0.06
468,09-12-2023,CUST468,Male,40,Electronics,1,25,25,EMEA,0.04
469,08-05-2023,CUST469,Male,18,Beauty,3,25,75,Southeast Asia,0.12
470,17-05-2023,CUST470,Female,57,Clothing,2,500,1000,Southeast Asia,0.00
471,23-03-2023,CUST471,Male,32,Clothing,3,50,150,Southeast Asia,0.06
472,26-12-2023,CUST472,Female,38,Beauty,3,300,900,EMEA,0.01
473,25-02-2023,CUST473,Male,64,Beauty,1,50,50,North Asia,0.02
474,15-07-2023,CUST474,Female,26,Clothing,3,500,1500,Central Asia,0.01
475,20-01-2023,CUST475,Male,26,Clothing,3,25,75,North,0.12
476,29-08-2023,CUST476,Female,27,Clothing,4,500,2000,Oceania,0.01
477,24-04-2023,CUST477,Male,43,Clothing,4,30,120,Southeast Asia,0.13
478,13-04-2023,CUST478,Female,58,Clothing,2,30,60,Central Asia,0.07
479,24-08-2023,CUST479,Male,52,Electronics,4,300,1200,North Asia,0.01
480,29-06-2023,CUST480,Female,42,Beauty,4,500,2000,South,0.01
481,06-06-2023,CUST481,Female,43,Electronics,4,300,1200,Central Asia,0.01
482,27-04-2023,CUST482,Female,28,Clothing,4,300,1200,East,0.01
483,25-04-2023,CUST483,Male,55,Clothing,1,30,30,Africa,0.03
484,13-01-2023,CUST484,Female,19,Clothing,4,300,1200,Oceania,0.01
485,04-12-2023,CUST485,Male,24,Electronics,1,30,30,EMEA,0.03
486,09-04-2023,CUST486,Female,35,Electronics,1,25,25,South,0.04
487,24-07-2023,CUST487,Male,44,Clothing,4,500,2000,Oceania,0.01
488,18-06-2023,CUST488,Female,51,Electronics,3,300,900,North,0.01
489,23-05-2023,CUST489,Male,44,Electronics,1,30,30,Oceania,0.03
490,05-02-2023,CUST490,Male,34,Clothing,3,50,150,Canada,0.06
491,23-05-2023,CUST491,Female,60,Electronics,3,300,900,West,0.01
492,29-06-2023,CUST492,Male,61,Beauty,4,25,100,Central Asia,0.16
493,25-11-2023,CUST493,Male,41,Beauty,2,25,50,Central,0.08
494,18-09-2023,CUST494,Female,42,Beauty,4,50,200,EMEA,0.08
495,24-07-2023,CUST495,Male,24,Beauty,2,30,60,Africa,0.07
496,14-12-2023,CUST496,Male,23,Clothing,2,300,600,Central,0.01
497,02-10-2023,CUST497,Male,41,Clothing,4,30,120,East,0.13
498,19-06-2023,CUST498,Female,50,Clothing,4,25,100,Central,0.16
499,15-01-2023,CUST499,Male,46,Beauty,2,30,60,Central Asia,0.07
500,01-03-2023,CUST500,Female,60,Beauty,4,25,100,Southeast Asia,0.16
501,14-05-2023,CUST501,Male,39,Electronics,2,30,60,Central,0.07
502,02-04-2023,CUST502,Male,43,Electronics,3,50,150,East,0.06
503,25-10-2023,CUST503,Male,45,Beauty,4,500,2000,Caribbean,0.01
504,16-05-2023,CUST504,Female,38,Beauty,3,50,150,Southeast Asia,0.06
505,20-01-2023,CUST505,Male,24,Beauty,1,50,50,Central Asia,0.02
506,25-02-2023,CUST506,Male,34,Beauty,3,500,1500,Oceania,0.01
507,02-11-2023,CUST507,Female,37,Electronics,3,500,1500,North Asia,0.01
508,11-08-2023,CUST508,Male,58,Beauty,2,300,600,Oceania,0.01
509,26-06-2023,CUST509,Female,37,Electronics,3,300,900,Central,0.01
510,10-06-2023,CUST510,Female,39,Beauty,4,50,200,North,0.08
511,12-08-2023,CUST511,Male,45,Beauty,2,50,100,South,0.04
512,07-11-2023,CUST512,Female,57,Beauty,1,25,25,Oceania,0.04
513,19-09-2023,CUST513,Male,24,Electronics,4,25,100,South,0.16
514,01-03-2023,CUST514,Female,18,Electronics,1,300,300,Central Asia,0.00
515,17-07-2023,CUST515,Female,49,Clothing,3,300,900,Central Asia,0.01
516,23-10-2023,CUST516,Male,30,Beauty,4,25,100,North Asia,0.16
517,08-04-2023,CUST517,Female,47,Clothing,4,25,100,Central Asia,0.16
518,11-05-2023,CUST518,Female,40,Clothing,1,30,30,Caribbean,0.03
519,23-01-2023,CUST519,Female,36,Electronics,4,30,120,East,0.13
520,29-12-2023,CUST520,Female,49,Electronics,4,25,100,North,0.16
521,12-08-2023,CUST521,Female,47,Clothing,4,30,120,Central,0.13
522,01-01-2023,CUST522,Male,46,Beauty,3,500,1500,Africa,0.01
523,24-09-2023,CUST523,Female,62,Electronics,1,300,300,EMEA,0.00
524,03-10-2023,CUST524,Male,46,Beauty,4,300,1200,Central Asia,0.01
525,18-12-2023,CUST525,Female,47,Beauty,2,25,50,EMEA,0.08
526,10-12-2023,CUST526,Male,33,Clothing,2,50,100,Oceania,0.04
527,11-04-2023,CUST527,Male,57,Clothing,2,25,50,Central Asia,0.08
528,06-07-2023,CUST528,Female,36,Clothing,2,30,60,South,0.07
529,09-08-2023,CUST529,Female,35,Clothing,3,50,150,North Asia,0.06
530,05-02-2023,CUST530,Female,18,Electronics,4,30,120,Africa,0.13
531,07-12-2023,CUST531,Male,31,Electronics,1,500,500,Central,0.00
532,19-06-2023,CUST532,Female,64,Clothing,4,30,120,Central,0.13
533,16-11-2023,CUST533,Male,19,Electronics,3,500,1500,South,0.01
534,10-06-2023,CUST534,Male,45,Clothing,2,500,1000,North,0.00
535,06-12-2023,CUST535,Male,47,Beauty,3,30,90,Oceania,0.10
536,05-03-2023,CUST536,Female,55,Beauty,4,30,120,Central,0.13
537,03-06-2023,CUST537,Female,21,Beauty,1,500,500,North Asia,0.00
538,17-09-2023,CUST538,Male,18,Clothing,3,50,150,North,0.06
539,08-06-2023,CUST539,Male,25,Beauty,1,500,500,West,0.00
540,08-12-2023,CUST540,Female,46,Electronics,3,300,900,EMEA,0.01
541,29-07-2023,CUST541,Male,56,Beauty,1,500,500,Central,0.00
542,17-06-2023,CUST542,Female,20,Beauty,1,50,50,Central,0.02
543,26-07-2023,CUST543,Male,49,Beauty,2,300,600,Central,0.01
544,23-12-2023,CUST544,Female,27,Electronics,1,25,25,Southeast Asia,0.04
545,01-06-2023,CUST545,Male,27,Clothing,2,25,50,North,0.08
546,11-10-2023,CUST546,Female,36,Electronics,4,50,200,Africa,0.08
547,07-03-2023,CUST547,Male,63,Clothing,4,500,2000,EMEA,0.01
548,09-04-2023,CUST548,Female,51,Clothing,2,30,60,South,0.07
549,04-08-2023,CUST549,Female,50,Beauty,2,50,100,South,0.04
550,07-12-2023,CUST550,Male,40,Clothing,3,300,900,EMEA,0.01
551,14-07-2023,CUST551,Male,45,Electronics,3,300,900,Southeast Asia,0.01
552,13-12-2023,CUST552,Female,49,Electronics,3,25,75,Central,0.12
553,31-03-2023,CUST553,Male,24,Clothing,4,300,1200,East,0.01
554,12-11-2023,CUST554,Female,46,Beauty,3,50,150,North,0.06
555,19-10-2023,CUST555,Male,25,Beauty,1,300,300,East,0.00
556,04-06-2023,CUST556,Female,18,Electronics,1,50,50,South,0.02
557,27-07-2023,CUST557,Female,20,Beauty,3,30,90,East,0.10
558,08-10-2023,CUST558,Female,41,Clothing,1,25,25,North Asia,0.04
559,01-01-2023,CUST559,Female,40,Clothing,4,300,1200,West,0.01
560,05-06-2023,CUST560,Female,25,Electronics,1,50,50,Oceania,0.02
561,27-05-2023,CUST561,Female,64,Clothing,4,500,2000,West,0.01
562,18-04-2023,CUST562,Male,54,Electronics,2,25,50,Oceania,0.08
563,09-08-2023,CUST563,Male,20,Clothing,2,30,60,North Asia,0.07
564,24-10-2023,CUST564,Male,50,Electronics,2,50,100,Central,0.04
565,07-11-2023,CUST565,Female,45,Beauty,2,30,60,Canada,0.07
566,02-12-2023,CUST566,Female,64,Clothing,1,30,30,South,0.03
567,14-06-2023,CUST567,Female,25,Clothing,3,300,900,North,0.01
568,27-08-2023,CUST568,Female,51,Electronics,1,300,300,South,0.00
569,15-08-2023,CUST569,Male,52,Electronics,4,50,200,Central,0.08
570,15-08-2023,CUST570,Male,49,Clothing,1,500,500,Central Asia,0.00
571,12-12-2023,CUST571,Female,41,Electronics,1,50,50,South,0.02
572,20-04-2023,CUST572,Male,31,Clothing,4,500,2000,South,0.01
573,19-09-2023,CUST573,Male,49,Beauty,2,30,60,North Asia,0.07
574,31-08-2023,CUST574,Female,63,Electronics,2,25,50,East,0.08
575,28-03-2023,CUST575,Male,60,Clothing,2,50,100,Central,0.04
576,04-12-2023,CUST576,Female,33,Beauty,3,50,150,South,0.06
577,13-02-2023,CUST577,Male,21,Beauty,4,500,2000,EMEA,0.01
578,26-05-2023,CUST578,Female,54,Clothing,4,30,120,Southeast Asia,0.13
579,21-09-2023,CUST579,Female,38,Electronics,1,30,30,Central,0.03
580,06-12-2023,CUST580,Female,31,Clothing,3,500,1500,Central,0.01
581,21-11-2023,CUST581,Female,48,Beauty,2,30,60,Central Asia,0.07
582,14-11-2023,CUST582,Male,35,Clothing,3,300,900,Caribbean,0.01
583,21-06-2023,CUST583,Female,24,Electronics,4,25,100,Central,0.16
584,17-02-2023,CUST584,Female,27,Beauty,4,50,200,West,0.08
585,01-05-2023,CUST585,Female,24,Clothing,1,25,25,Central,0.04
586,11-12-2023,CUST586,Male,50,Electronics,1,50,50,Oceania,0.02
587,08-06-2023,CUST587,Female,40,Beauty,4,300,1200,West,0.01
588,26-04-2023,CUST588,Male,38,Electronics,2,30,60,Central,0.07
589,12-04-2023,CUST589,Female,36,Beauty,2,500,1000,North Asia,0.00
590,17-03-2023,CUST590,Male,36,Clothing,3,300,900,Caribbean,0.01
591,13-01-2023,CUST591,Male,53,Electronics,4,25,100,Africa,0.16
592,24-01-2023,CUST592,Female,46,Beauty,4,500,2000,EMEA,0.01
593,06-05-2023,CUST593,Male,35,Electronics,2,30,60,Central,0.07
594,01-09-2023,CUST594,Female,19,Electronics,2,300,600,Oceania,0.01
595,09-11-2023,CUST595,Female,18,Clothing,4,500,2000,South,0.01
596,07-02-2023,CUST596,Female,64,Electronics,1,300,300,Central Asia,0.00
597,22-08-2023,CUST597,Male,22,Beauty,4,300,1200,Southeast Asia,0.01
598,01-08-2023,CUST598,Male,37,Beauty,4,30,120,North,0.13
599,19-11-2023,CUST599,Female,28,Beauty,2,50,100,North,0.04
600,22-10-2023,CUST600,Female,59,Beauty,2,500,1000,Central,0.00
601,10-04-2023,CUST601,Male,19,Clothing,1,30,30,Central,0.03
602,23-12-2023,CUST602,Female,20,Electronics,1,300,300,Central,0.00
603,16-07-2023,CUST603,Female,40,Clothing,3,30,90,Central,0.10
604,11-09-2023,CUST604,Female,29,Electronics,4,50,200,Southeast Asia,0.08
605,24-07-2023,CUST605,Male,37,Electronics,2,500,1000,Africa,0.00
606,05-05-2023,CUST606,Male,22,Electronics,1,50,50,North Asia,0.02
607,17-03-2023,CUST607,Male,54,Clothing,3,25,75,Central,0.12
608,02-12-2023,CUST608,Female,55,Electronics,3,500,1500,South,0.01
609,19-12-2023,CUST609,Female,47,Clothing,2,50,100,Central,0.04
610,03-01-2023,CUST610,Female,26,Beauty,2,300,600,North Asia,0.01
611,24-02-2023,CUST611,Male,51,Beauty,3,500,1500,Oceania,0.01
612,06-08-2023,CUST612,Female,61,Electronics,1,500,500,Caribbean,0.00
613,23-04-2023,CUST613,Female,52,Clothing,3,30,90,Central Asia,0.10
614,01-04-2023,CUST614,Female,39,Beauty,4,300,1200,Oceania,0.01
615,23-12-2023,CUST615,Female,61,Clothing,4,25,100,East,0.16
616,23-09-2023,CUST616,Male,41,Clothing,2,50,100,North Asia,0.04
617,26-08-2023,CUST617,Male,34,Electronics,1,30,30,Central,0.03
618,26-01-2023,CUST618,Female,27,Beauty,1,50,50,West,0.02
619,13-10-2023,CUST619,Male,47,Electronics,4,25,100,East,0.16
620,08-05-2023,CUST620,Male,63,Electronics,3,25,75,North Asia,0.12
621,04-03-2023,CUST621,Female,40,Beauty,2,500,1000,North,0.00
622,22-08-2023,CUST622,Female,49,Beauty,3,25,75,North,0.12
623,10-03-2023,CUST623,Male,34,Clothing,3,50,150,South,0.06
624,26-08-2023,CUST624,Female,34,Beauty,3,300,900,South,0.01
625,08-12-2023,CUST625,Male,31,Clothing,1,300,300,Caribbean,0.00
626,29-09-2023,CUST626,Female,26,Clothing,4,500,2000,South,0.01
627,14-10-2023,CUST627,Male,57,Clothing,1,50,50,East,0.02
628,01-11-2023,CUST628,Female,19,Beauty,4,50,200,North Asia,0.08
629,12-06-2023,CUST629,Male,62,Electronics,2,25,50,North Asia,0.08
630,15-08-2023,CUST630,Male,42,Clothing,2,50,100,Southeast Asia,0.04
631,10-11-2023,CUST631,Male,56,Electronics,3,30,90,South,0.10
632,16-09-2023,CUST632,Female,26,Electronics,4,25,100,Oceania,0.16
633,07-08-2023,CUST633,Male,39,Beauty,4,30,120,EMEA,0.13
634,08-10-2023,CUST634,Male,60,Electronics,4,500,2000,South,0.01
635,17-08-2023,CUST635,Female,63,Electronics,3,300,900,North Asia,0.01
636,23-03-2023,CUST636,Female,21,Beauty,3,500,1500,Southeast Asia,0.01
637,01-09-2023,CUST637,Male,43,Clothing,2,300,600,North,0.01
638,19-08-2023,CUST638,Male,46,Electronics,1,500,500,Africa,0.00
639,13-05-2023,CUST639,Female,62,Beauty,4,50,200,South,0.08
640,07-05-2023,CUST640,Female,51,Electronics,4,30,120,Central,0.13
641,23-11-2023,CUST641,Female,40,Electronics,1,300,300,Oceania,0.00
642,22-05-2023,CUST642,Female,54,Clothing,4,25,100,Southeast Asia,0.16
643,24-09-2023,CUST643,Female,28,Electronics,3,30,90,Oceania,0.10
644,06-09-2023,CUST644,Male,23,Beauty,3,25,75,South,0.12
645,17-11-2023,CUST645,Female,35,Electronics,4,30,120,North,0.13
646,03-05-2023,CUST646,Male,38,Clothing,3,30,90,South,0.10
647,21-05-2023,CUST647,Male,59,Clothing,3,500,1500,Central,0.01
648,14-08-2023,CUST648,Male,53,Beauty,4,300,1200,Central,0.01
649,09-02-2023,CUST649,Female,58,Clothing,2,300,600,Oceania,0.01
650,01-01-2024,CUST650,Male,55,Electronics,1,30,30,East,0.03
651,27-05-2023,CUST651,Male,51,Clothing,3,50,150,East,0.06
652,01-05-2023,CUST652,Female,34,Beauty,2,50,100,North Asia,0.04
653,20-05-2023,CUST653,Male,54,Clothing,3,25,75,Central,0.12
654,21-06-2023,CUST654,Male,42,Clothing,3,25,75,North Asia,0.12
655,13-06-2023,CUST655,Female,55,Clothing,1,500,500,West,0.00
656,04-10-2023,CUST656,Male,29,Beauty,3,30,90,North,0.10
657,11-02-2023,CUST657,Male,40,Clothing,1,25,25,South,0.04
658,12-03-2023,CUST658,Male,59,Clothing,1,25,25,Central,0.04
659,19-03-2023,CUST659,Female,39,Electronics,1,30,30,Central,0.03
660,29-04-2023,CUST660,Female,38,Beauty,2,500,1000,Central,0.00
661,16-07-2023,CUST661,Female,44,Clothing,4,25,100,Central,0.16
662,22-12-2023,CUST662,Male,48,Beauty,2,500,1000,North Asia,0.00
663,20-03-2023,CUST663,Male,23,Clothing,4,300,1200,South,0.01
664,28-12-2023,CUST664,Female,44,Clothing,4,500,2000,Central,0.01
